# x, y, err
1.6000 1.3000 0.8720
1.7000 1.3000 0.8700
1.8000 1.3000 0.8880
1.9000 1.3000 0.8700
2.0000 1.3000 0.8860
2.1000 1.3000 0.8860
2.2000 1.3000 0.8980
2.3000 1.3000 0.8980
2.4000 1.3000 0.9020
2.5000 1.3000 0.8960
2.6000 1.3000 0.9060
2.7000 1.3000 0.9180
2.8000 1.3000 0.9300
2.9000 1.3000 0.9160
3.0000 1.3000 0.8820
3.1000 1.3000 0.8740
3.2000 1.3000 0.8640
3.3000 1.3000 0.8680
3.4000 1.3000 0.8680
3.5000 1.3000 0.8620
3.6000 1.3000 0.8780
3.7000 1.3000 0.8580
3.8000 1.3000 0.8600
3.9000 1.3000 0.8560
4.0000 1.3000 0.8580
4.1000 1.3000 0.8560
4.2000 1.3000 0.8620
4.3000 1.3000 0.8760
4.4000 1.3000 0.8880
4.5000 1.3000 0.9000
4.6000 1.3000 0.9100
4.7000 1.3000 0.9060
4.8000 1.3000 0.8940
4.9000 1.3000 0.8760
0.0000 1.4000 0.8900
0.1000 1.4000 0.8740
0.2000 1.4000 0.8600
0.3000 1.4000 0.8680
0.4000 1.4000 0.8620
0.5000 1.4000 0.8620
0.6000 1.4000 0.8740
0.7000 1.4000 0.8680
0.8000 1.4000 0.8660
0.9000 1.4000 0.8760
1.0000 1.4000 0.8700
1.1000 1.4000 0.8700
1.2000 1.4000 0.8860
1.3000 1.4000 0.8900
1.4000 1.4000 0.8860
1.5000 1.4000 0.8840
1.6000 1.4000 0.8760
1.7000 1.4000 0.8900
1.8000 1.4000 0.8860
1.9000 1.4000 0.8700
2.0000 1.4000 0.8820
2.1000 1.4000 0.8740
2.2000 1.4000 0.8700
2.3000 1.4000 0.8940
2.4000 1.4000 0.8940
2.5000 1.4000 0.9000
2.6000 1.4000 0.9100
2.7000 1.4000 0.9160
2.8000 1.4000 0.9160
2.9000 1.4000 0.9220
3.0000 1.4000 0.8960
3.1000 1.4000 0.8700
3.2000 1.4000 0.8720
3.3000 1.4000 0.8700
3.4000 1.4000 0.8820
3.5000 1.4000 0.8720
3.6000 1.4000 0.8760
3.7000 1.4000 0.8660
3.8000 1.4000 0.8520
3.9000 1.4000 0.8600
4.0000 1.4000 0.8620
4.1000 1.4000 0.8620
4.2000 1.4000 0.8740
4.3000 1.4000 0.8900
4.4000 1.4000 0.9000
4.5000 1.4000 0.9060
4.6000 1.4000 0.8940
4.7000 1.4000 0.8920
4.8000 1.4000 0.9040
4.9000 1.4000 0.8940
0.0000 1.5000 0.8880
0.1000 1.5000 0.8660
0.2000 1.5000 0.8600
0.3000 1.5000 0.8560
0.4000 1.5000 0.8560
0.5000 1.5000 0.8760
0.6000 1.5000 0.8740
0.7000 1.5000 0.8720
0.8000 1.5000 0.8720
0.9000 1.5000 0.8740
1.0000 1.5000 0.8700
1.1000 1.5000 0.8820
1.2000 1.5000 0.8980
1.3000 1.5000 0.8980
1.4000 1.5000 0.8800
1.5000 1.5000 0.8900
1.6000 1.5000 0.8940
1.7000 1.5000 0.8980
1.8000 1.5000 0.8860
1.9000 1.5000 0.8740
2.0000 1.5000 0.8780
2.1000 1.5000 0.8760
2.2000 1.5000 0.8760
2.3000 1.5000 0.8820
2.4000 1.5000 0.8860
2.5000 1.5000 0.8920
2.6000 1.5000 0.8920
2.7000 1.5000 0.9000
2.8000 1.5000 0.9020
2.9000 1.5000 0.9080
3.0000 1.5000 0.9120
3.1000 1.5000 0.8840
3.2000 1.5000 0.8820
3.3000 1.5000 0.8860
3.4000 1.5000 0.8700
3.5000 1.5000 0.8760
3.6000 1.5000 0.8620
3.7000 1.5000 0.8660
3.8000 1.5000 0.8640
3.9000 1.5000 0.8560
4.0000 1.5000 0.8700
4.1000 1.5000 0.8720
4.2000 1.5000 0.8620
4.3000 1.5000 0.8680
4.4000 1.5000 0.8920
4.5000 1.5000 0.9060
4.6000 1.5000 0.8960
4.7000 1.5000 0.9000
4.8000 1.5000 0.9040
4.9000 1.5000 0.8900
0.0000 1.6000 0.8900
0.1000 1.6000 0.8600
0.2000 1.6000 0.8580
0.3000 1.6000 0.8600
0.4000 1.6000 0.8640
0.5000 1.6000 0.8640
0.6000 1.6000 0.8660
0.7000 1.6000 0.8640
0.8000 1.6000 0.8740
0.9000 1.6000 0.8740
1.0000 1.6000 0.8760
1.1000 1.6000 0.8840
1.2000 1.6000 0.8860
1.3000 1.6000 0.8960
1.4000 1.6000 0.8800
1.5000 1.6000 0.8920
1.6000 1.6000 0.8980
1.7000 1.6000 0.8940
1.8000 1.6000 0.8960
1.9000 1.6000 0.8880
2.0000 1.6000 0.8860
2.1000 1.6000 0.8780
2.2000 1.6000 0.8800
2.3000 1.6000 0.8740
2.4000 1.6000 0.8720
2.5000 1.6000 0.8980
2.6000 1.6000 0.8980
2.7000 1.6000 0.8860
2.8000 1.6000 0.8900
2.9000 1.6000 0.9060
3.0000 1.6000 0.8940
3.1000 1.6000 0.9080
3.2000 1.6000 0.8920
3.3000 1.6000 0.8760
3.4000 1.6000 0.8800
3.5000 1.6000 0.8620
3.6000 1.6000 0.8600
3.7000 1.6000 0.8600
3.8000 1.6000 0.8740
3.9000 1.6000 0.8740
4.0000 1.6000 0.8840
4.1000 1.6000 0.8820
4.2000 1.6000 0.8600
4.3000 1.6000 0.8700
4.4000 1.6000 0.8840
4.5000 1.6000 0.8980
4.6000 1.6000 0.9100
4.7000 1.6000 0.9100
4.8000 1.6000 0.9100
4.9000 1.6000 0.9080
0.0000 1.7000 0.8920
0.1000 1.7000 0.8820
0.2000 1.7000 0.8680
0.3000 1.7000 0.8780
0.4000 1.7000 0.8800
0.5000 1.7000 0.8720
0.6000 1.7000 0.8700
0.7000 1.7000 0.8640
0.8000 1.7000 0.8660
0.9000 1.7000 0.8800
1.0000 1.7000 0.8660
1.1000 1.7000 0.8680
1.2000 1.7000 0.8660
1.3000 1.7000 0.8760
1.4000 1.7000 0.8860
1.5000 1.7000 0.8920
1.6000 1.7000 0.8980
1.7000 1.7000 0.9080
1.8000 1.7000 0.8960
1.9000 1.7000 0.8920
2.0000 1.7000 0.8980
2.1000 1.7000 0.8800
2.2000 1.7000 0.8740
2.3000 1.7000 0.8840
2.4000 1.7000 0.8880
2.5000 1.7000 0.8880
2.6000 1.7000 0.9060
2.7000 1.7000 0.8780
2.8000 1.7000 0.8820
2.9000 1.7000 0.8960
3.0000 1.7000 0.9040
3.1000 1.7000 0.9020
3.2000 1.7000 0.8900
3.3000 1.7000 0.8840
3.4000 1.7000 0.8720
3.5000 1.7000 0.8660
3.6000 1.7000 0.8580
3.7000 1.7000 0.8680
3.8000 1.7000 0.8780
3.9000 1.7000 0.8740
4.0000 1.7000 0.8780
4.1000 1.7000 0.8760
4.2000 1.7000 0.8700
4.3000 1.7000 0.8720
4.4000 1.7000 0.8800
4.5000 1.7000 0.8820
4.6000 1.7000 0.9020
4.7000 1.7000 0.9060
4.8000 1.7000 0.9080
4.9000 1.7000 0.9040
0.0000 1.8000 0.8800
0.1000 1.8000 0.8720
0.2000 1.8000 0.8760
0.3000 1.8000 0.8900
0.4000 1.8000 0.8760
0.5000 1.8000 0.8820
0.6000 1.8000 0.8740
0.7000 1.8000 0.8660
0.8000 1.8000 0.8720
0.9000 1.8000 0.8840
1.0000 1.8000 0.8680
1.1000 1.8000 0.8700
1.2000 1.8000 0.8700
1.3000 1.8000 0.8820
1.4000 1.8000 0.8860
1.5000 1.8000 0.8720
1.6000 1.8000 0.8840
1.7000 1.8000 0.8900
1.8000 1.8000 0.8800
1.9000 1.8000 0.8840
2.0000 1.8000 0.8800
2.1000 1.8000 0.8820
2.2000 1.8000 0.8960
2.3000 1.8000 0.8780
2.4000 1.8000 0.8880
2.5000 1.8000 0.8880
2.6000 1.8000 0.8940
2.7000 1.8000 0.9040
2.8000 1.8000 0.8980
2.9000 1.8000 0.8920
